Assay	Name	Allele.X.1	Allele.Y.1
ame_16923	AM000179	0.575745471652443	0.739237878038317
ame_20297	AM000179	0.703156675453453	0.554257049847473
ame_2288	AM000179	0.0918996971608828	0.627909053837762
ame_2973	AM000179	0.178090361234987	0.569555489071115
ame_3463	AM000179	0.793058171703897	0.181046367357673
ame_37896	AM000179	0.230355774312453	0.582647135515151
ame_39470	AM000179	0.0240161580029366	0.604110794143873
ame_4286	AM000179	0.501777290226322	0.76538768824538
ame_51441	AM000179	0.0282297752801949	0.712635882839707
ame_6991	AM000179	0.504053672947699	0.688571980481265
ame_8714	AM000179	0.17898747633318	0.800037320258595
ame_12562	AM000179	0.623395069465188	0.792003594720608
ame_17281	AM000179	0.423980123661809	0.753636399787675
ame_20339	AM000179	0.377924682590899	0.79660098250544
ame_22995	AM000179	0.166318836893552	0.81218854760718
ame_3058	AM000179	0.36476512425155	0.584851324900846
ame_35381	AM000179	0.120146433406571	0.62083885216645
ame_37925	AM000179	0.730282211728475	0.336998484186032
ame_40414	AM000179	0.757679401553175	0.217639814914734
ame_44590	AM000179	0.469353840597871	0.565635965948062
ame_51800	AM000179	0.152228998624518	0.778615768881036
ame_7264	AM000179	0.647389986731189	0.394619796788404
ame_879	AM000179	0.596126311068701	0.157499887811722
ame_35605	AM000179	0.638485190909284	0.788243283629685
ame_31051	AM000179	0.357645301876036	0.462723916055158
ame_23396	AM000179	0.203613864346624	0.721586091435847
ame_20519	AM000179	0.689351502595873	0.318260003167804
ame_17835	AM000179	0.688368648042899	0.203172432346749
ame_12994	AM000179	0.700991046955524	0.147333817469194
ame_9119	AM000179	0.723187308636736	0.155666237164251
ame_7418	AM000179	0.451392290880104	0.74648142056887
ame_54619	AM000179	0.0743483868679826	0.332905041211137
ame_46547	AM000179	0.150546619671068	0.745838857239083
ame_40574	AM000179	0.608674620851948	0.407509420170637
ame_38168	AM000179	0.747177388895537	0.306259228057556
ame_37096	AM000179	0.592154781059496	0.680646654505189
ame_31774	AM000179	0.388110830719587	0.78978696512666
ame_25541	AM000179	0.544782864863305	0.602803408126855
ame_2072	AM000179	0.720162807174607	0.52046236597801
ame_17902	AM000179	0.698654105370774	0.608002441754269
ame_14670	AM000179	0.184978666182035	0.875706558500074
ame_9163	AM000179	0.210558707088842	0.720060687697567
ame_7444	AM000179	0.778229129851761	0.270163494202417
ame_557	AM000179	0.333506855722361	0.138036121031014
ame_46669	AM000179	0.642235981311729	0.599522473135878
ame_40767	AM000179	0.526000309102837	0.703174347087411
ame_3833	AM000179	0.586997359399989	0.499206619861799
ame_37202	AM000179	0.562725239303569	0.230656327476743
ame_31830	AM000179	0.592324343398646	0.786410268327181
ame_26424	AM000179	0.69871787154618	0.638941074349206
ame_20992	AM000179	0.350495972083278	0.894579809484169
ame_17905	AM000179	0.707522327631691	0.733343321531914
ame_14899	AM000179	0.11774850404762	0.5869569256843
ame_959	AM000179	0.709605130235634	0.133244319983358
ame_7975	AM000179	0.731536833490047	0.688728702271207
ame_55782	AM000179	0.378316619452748	0.851981497732919
ame_47710	AM000179	0.721460753501971	0.772423682744454
ame_40819	AM000179	0.504791842976347	0.796051267094779
ame_38404	AM000179	0.646970856456982	0.696142798432469
ame_37303	AM000179	0.672013017607287	0.7668785740948
ame_33891	AM000179	0.647870937213036	0.493702405788144
ame_27073	AM000179	0.716534264002342	0.651437036266211
ame_21745	AM000179	0.655405566695569	0.813660929478037
ame_18605	AM000179	0.520557574632232	0.812374593932662
ame_14956	AM000179	0.700481410365825	0.678672199134907
ame_9741	AM000179	0.759653662641399	0.702445864471247
ame_8439	AM000179	0.740155806703134	0.777930341955169
ame_56321	AM000179	0.809942805598313	0.313840832113478
ame_48330	AM000179	0.192460319413092	0.814348605098085
ame_40859	AM000179	0.233375112208439	0.870568126480272
ame_38431	AM000179	0.527576492312679	0.713649125990943
ame_12390	AM000304	0.358795481404965	0.33511980953275
ame_15103	AM000304	0.662660767163452	0.735825282729503
ame_19869	AM000304	0.744390339404706	0.324924489743091
ame_22068	AM000304	0.819673877739754	0.347640720471324
ame_27852	AM000304	0.69248364102491	0.521296116278029
ame_34281	AM000304	0.736329797351189	0.535359972321199
ame_37544	AM000304	0.693873124965162	0.69547658541339
ame_38966	AM000304	0.805661650044811	0.466898664558295
ame_41153	AM000304	0.427014035328951	0.480596307981016
ame_48379	AM000304	0.443327893767587	0.183388504950031
ame_6520	AM000304	0.778162527325126	0.154809604465636
ame_8513	AM000304	0.679950425624351	0.741535512188319
ame_1253	AM000304	0.735220261848311	0.710978639365709
ame_15715	AM000304	0.473345458213238	0.626097215559505
ame_20156	AM000304	0.619652376186818	0.582449883445027
ame_22229	AM000304	0.381730620538294	0.364832917527548
ame_28420	AM000304	0.651474202752142	0.641146040804261
ame_34352	AM000304	0.583805000657141	0.714766865083099
ame_37839	AM000304	0.743466429157721	0.570550293336584
ame_39147	AM000304	0.662429372565953	0.750663299375483
ame_41175	AM000304	0.703788016827906	0.277929669906503
ame_5037	AM000304	0.0295089165643425	0.474829320762764
ame_6588	AM000304	0.0212910833966996	0.617967950601507
ame_8634	AM000304	0.527965720133811	0.596780421177205
ame_1255	AM000304	0.756017485052391	0.532907017757801
ame_16923	AM000304	0.587641532616463	0.737593581785278
ame_20297	AM000304	0.713808034352424	0.564171512069076
ame_2288	AM000304	0.0953200645036767	0.638984104755726
ame_2973	AM000304	0.147300173462799	0.59795692930101
ame_3463	AM000304	0.813067559761621	0.195933103277318
ame_37896	AM000304	0.235110358699424	0.572381339964394
ame_39470	AM000304	0.0232971702975779	0.611029391851198
ame_4286	AM000304	0.571452695381673	0.709660618094276
ame_51441	AM000304	0.0328242971462534	0.718399709255113
ame_6991	AM000304	0.585974576865591	0.589955103685798
ame_8714	AM000304	0.190135353148081	0.784776808496275
ame_12562	AM000304	0.682752612856959	0.746074284598601
ame_17281	AM000304	0.381420298822196	0.774240395138294
ame_20339	AM000304	0.533412364145737	0.729978232424551
ame_22995	AM000304	0.704532392530002	0.459065006014822
ame_3058	AM000304	0.673692386124289	0.0411115148035415
ame_35381	AM000304	0.18482384921348	0.586372044658551
ame_37925	AM000304	0.093215134060881	0.08696191425444
ame_40414	AM000304	0.755885825558714	0.199531558861254
ame_44590	AM000304	0.528097243004863	0.53025366207915
ame_51800	AM000304	0.181444699951853	0.789278297985603
ame_7264	AM000304	0.695631576207623	0.381958737925644
ame_879	AM000304	0.629467210471883	0.186007899250433
ame_35605	AM000304	0.712856630142711	0.740170148359473
ame_31051	AM000304	0.38010975917779	0.471695870021415
ame_23396	AM000304	0.241193814457641	0.718674027052571
ame_20519	AM000304	0.712440912361647	0.336528986956872
ame_17835	AM000304	0.557181135733084	0.631335187585477
ame_12994	AM000304	0.609411129467322	0.591075738982902
ame_9119	AM000304	0.740866837175966	0.160435898407899
ame_7418	AM000304	0.531052009508426	0.75199476288383
ame_54619	AM000304	0.0892447935144195	0.305148944112436
ame_46547	AM000304	0.170473863665817	0.75133231607806
ame_40574	AM000304	0.722184474859808	0.203110461057939
ame_38168	AM000304	0.653500859937946	0.648684588775678
ame_37096	AM000304	0.612403849729913	0.68212094012141
ame_31774	AM000304	0.428990214656524	0.787296894893823
ame_25541	AM000304	0.628106058846264	0.533041276336148
ame_2072	AM000304	0.761709927006721	0.335436469174003
ame_17902	AM000304	0.755724684142792	0.38385311382762
ame_14670	AM000304	0.193803006034331	0.858621523500688
ame_9163	AM000304	0.221486237405146	0.711502767745105
ame_7444	AM000304	0.747829920159604	0.409780738393586
ame_557	AM000304	0.667580573078283	0.260586217542549
ame_46669	AM000304	0.794979968690956	0.157485761920377
ame_40767	AM000304	0.565988534478944	0.721400641709432
ame_3833	AM000304	0.603747028595078	0.53051464742021
ame_37202	AM000304	0.575736393792765	0.225549141571859
ame_31830	AM000304	0.544935324090467	0.806477791254153
ame_26424	AM000304	0.73801393711973	0.512464867030707
ame_20992	AM000304	0.355366244460145	0.884150126030051
ame_17905	AM000304	0.777044890826326	0.598116325236975
ame_14899	AM000304	0.117954405020052	0.58151104003892
ame_959	AM000304	0.723757659321005	0.144927555792752
ame_7975	AM000304	0.720649485695655	0.700187061274165
ame_55782	AM000304	0.305605891483253	0.83122691246941
ame_47710	AM000304	0.328124370316859	0.88048659399772
ame_40819	AM000304	0.50104471332556	0.783886218434733
ame_38404	AM000304	0.692508283672505	0.630392984870044
ame_37303	AM000304	0.507837807999675	0.83891538233752
ame_33891	AM000304	0.644078054207593	0.513319443326141
ame_27073	AM000304	0.712526190053761	0.664958776891136
ame_21745	AM000304	0.73428783491804	0.757275472260075
ame_18605	AM000304	0.631465418477826	0.767120375736034
ame_14956	AM000304	0.768217592254438	0.572278716037153
ame_9741	AM000304	0.762720311992874	0.709599085033477
ame_8439	AM000304	0.757721146738363	0.738142920705448
ame_56321	AM000304	0.736100253784314	0.71616359421077
ame_48330	AM000304	0.220314367915404	0.820882965554176
ame_40859	AM000304	0.254159981782389	0.864103254102229
ame_38431	AM000304	0.569063283271707	0.738865710217542
ame_12390	AM000296	0.367104093536311	0.342188250811173
ame_15103	AM000296	0.601183019310681	0.784987511833796
ame_19869	AM000296	0.690268864814996	0.658496027140096
ame_22068	AM000296	0.821289730740953	0.346048988585557
ame_27852	AM000296	0.696150302286229	0.558174052517333
ame_34281	AM000296	0.703874586009143	0.617152781976261
ame_37544	AM000296	0.792513135447958	0.22894924082623
ame_38966	AM000296	0.740099560324203	0.839699364255535
ame_41153	AM000296	0.499775541780767	0.575177194896311
ame_48379	AM000296	0.392444200867896	0.469907019121459
ame_6520	AM000296	0.810300551249027	0.168868238687673
ame_8513	AM000296	0.175301110481491	0.862482165741843
ame_1253	AM000296	0.772662693297042	0.639895482640893
ame_15715	AM000296	0.529606754746184	0.54781944063129
ame_20156	AM000296	0.632961358460106	0.593204189499241
ame_22229	AM000296	0.311319935727749	0.50080511682099
ame_28420	AM000296	0.590118085200635	0.717595050582619
ame_34352	AM000296	0.577521337821232	0.730774027545558
ame_37839	AM000296	0.747457483088155	0.569027185394282
ame_39147	AM000296	0.716442158225668	0.764390030133641
ame_41175	AM000296	0.736986640580747	0.376270770746589
ame_5037	AM000296	0.0730311899317922	0.581787984845053
ame_6588	AM000296	0.459353168357827	0.620240003250071
ame_8634	AM000296	0.649674003927393	0.355469012412683
ame_1255	AM000296	0.751627748970312	0.552934482937848
ame_16923	AM000296	0.369619104798004	0.833943470201023
ame_20297	AM000296	0.70159870400866	0.555496838661456
ame_2288	AM000296	0.102680121804814	0.651806107493448
ame_2973	AM000296	0.156902384009195	0.606217773503784
ame_3463	AM000296	0.795980614001905	0.209572193912534
ame_37896	AM000296	0.279249529722152	0.525798327257424
ame_39470	AM000296	0.0270309064812128	0.616874795550183
ame_4286	AM000296	0.591875858439563	0.695653364210861
ame_51441	AM000296	0.664417619532872	0.0392286128518191
ame_6991	AM000296	0.184632863869245	0.837125256454043
ame_8714	AM000296	0.184752130629668	0.790930173490965
ame_12562	AM000296	0.665129376660294	0.748015072666756
ame_17281	AM000296	0.416317195986654	0.727882929896605
ame_20339	AM000296	0.387375927185926	0.786155468438213
ame_22995	AM000296	0.184809382293416	0.820777020302758
ame_3058	AM000296	0.180492290588448	0.68571661889124
ame_35381	AM000296	0.180320130072732	0.567391904944692
ame_37925	AM000296	0.746165639951658	0.352009754486041
ame_40414	AM000296	0.766871787701369	0.209978046258605
ame_44590	AM000296	0.378893142773786	0.659102541565779
ame_51800	AM000296	0.159336861316487	0.781067213420416
ame_7264	AM000296	0.738801246458645	0.187493667468374
ame_879	AM000296	0.581544139661115	0.190366875576534
ame_35605	AM000296	0.249519359184914	0.862140244145719
ame_31051	AM000296	0.470401015587781	0.419293707340684
ame_23396	AM000296	0.695547746650638	0.116431072493829
ame_20519	AM000296	0.70135355407652	0.425950491727337
ame_17835	AM000296	0.599429221556626	0.550077235241892
ame_12994	AM000296	0.603106074143121	0.587319435217503
ame_9119	AM000296	0.616141541850553	0.484433878372756
ame_7418	AM000296	0.479778252707745	0.767408392825887
ame_54619	AM000296	0.0916850204116716	0.3152922403704
ame_46547	AM000296	0.161951866744449	0.750897282218075
ame_40574	AM000296	0.429124637328014	0.637034921987507
ame_38168	AM000296	0.739581416304742	0.32240930635224
ame_37096	AM000296	0.588520992374953	0.693697623775519
ame_31774	AM000296	0.410120832213229	0.789652122841292
ame_25541	AM000296	0.623266585363528	0.52742606746483
ame_2072	AM000296	0.705745043140957	0.525323668547722
ame_17902	AM000296	0.665148430521688	0.664282144616828
ame_14670	AM000296	0.19500293169126	0.840424212367297
ame_9163	AM000296	0.215965299120682	0.711579204858676
ame_7444	AM000296	0.761433313882443	0.278360360268129
ame_557	AM000296	0.670537758045902	0.257427077103778
ame_46669	AM000296	0.649580192120905	0.59692927562876
ame_40767	AM000296	0.80335124932759	0.232829581809054
ame_3833	AM000296	0.241590310550167	0.62257205579887
ame_37202	AM000296	0.571147607217344	0.245005712545111
ame_31830	AM000296	0.534666390268199	0.825199312161
ame_26424	AM000296	0.611765084983405	0.702284914185029
ame_20992	AM000296	0.726869984337514	0.765899100911727
ame_17905	AM000296	0.753514073942692	0.67264552708412
ame_14899	AM000296	0.122235933258086	0.593125963179309
ame_959	AM000296	0.747083855063841	0.158161984759069
ame_7975	AM000296	0.756447168014988	0.678595248675379
ame_55782	AM000296	0.321960815687977	0.833466842108577
ame_47710	AM000296	0.343684233685566	0.895733131462538
ame_40819	AM000296	0.499706983747312	0.788373709709299
ame_38404	AM000296	0.638505800819611	0.694294449854466
ame_37303	AM000296	0.689056677790101	0.784342700353804
ame_33891	AM000296	0.61037313200151	0.581538998914375
ame_27073	AM000296	0.784338087357852	0.193475275987924
ame_21745	AM000296	0.298596349164039	0.88641185715112
ame_18605	AM000296	0.526247726589925	0.805067432218828
ame_14956	AM000296	0.647238149821828	0.723097419003181
ame_9741	AM000296	0.754834918231421	0.704994210219433
ame_8439	AM000296	0.786452414638318	0.33575624755206
ame_56321	AM000296	0.694731189602384	0.788487511289035
ame_48330	AM000296	0.239654037847687	0.838088960460596
ame_40859	AM000296	0.275670004712993	0.872349694032617
ame_38431	AM000296	0.608655029735455	0.769711876261147
ame_12390	AM000309	0.320808587192474	0.229149796187013
ame_15103	AM000309	0.172374304687913	0.831709647851389
ame_19869	AM000309	0.716964146867561	0.237873707682183
ame_22068	AM000309	0.722665334025023	0.511055573099854
ame_27852	AM000309	0.756151923700863	0.155643462201528
ame_34281	AM000309	0.685486631531007	0.435278343559172
ame_37544	AM000309	0.751866062794989	0.160394979160426
ame_38966	AM000309	0.706918956136741	0.78214202956844
ame_41153	AM000309	0.50852289492915	0.567131649485528
ame_48379	AM000309	0.349063603166329	0.4877797904489
ame_6520	AM000309	0.777459797645312	0.141685895452761
ame_8513	AM000309	0.150133345887887	0.827136911823539
ame_1253	AM000309	0.682942492543127	0.662071309322466
ame_15715	AM000309	0.491896540086717	0.48220186529756
ame_20156	AM000309	0.476310664612588	0.636006284388582
ame_22229	AM000309	0.444619510472139	0.01
ame_28420	AM000309	0.568095962194894	0.625265138714256
ame_34352	AM000309	0.276194316443899	0.78956642130468
ame_37839	AM000309	0.75774785898071	0.236292818573802
ame_39147	AM000309	0.672672191031722	0.666131320421844
ame_41175	AM000309	0.705302209961829	0.321272354350137
ame_5037	AM000309	0.0188106603267374	0.46736873191214
ame_6588	AM000309	0.504758333182337	0.544645984008679
ame_8634	AM000309	0.601162467625919	0.282190777574584
ame_1255	AM000309	0.707374762978766	0.476008974766356
ame_16923	AM000309	0.512531286108239	0.692459615815264
ame_20297	AM000309	0.658851252333742	0.502632379793794
ame_2288	AM000309	0.0869460668501486	0.5950840487357
ame_2973	AM000309	0.10949701261436	0.57443225482057
ame_3463	AM000309	0.594074846160991	0.607478412887911
ame_37896	AM000309	0.252127807913697	0.455540433624299
ame_39470	AM000309	0.01	0.553688726071767
ame_4286	AM000309	0.45282031835096	0.708864056254953
ame_51441	AM000309	0.623379255607038	0.01
ame_6991	AM000309	0.56643898687906	0.534125795242622
ame_8714	AM000309	0.449441679411576	0.654027599243536
ame_12562	AM000309	0.536456839779747	0.748489285091112
ame_17281	AM000309	0.303891767588227	0.722330562564097
ame_20339	AM000309	0.329859646138819	0.741471841126862
ame_22995	AM000309	0.180633641897377	0.726050364253078
ame_3058	AM000309	0.408855713260953	0.442701435786067
ame_35381	AM000309	0.175436294914639	0.504787128634091
ame_37925	AM000309	0.701770429083786	0.299480955127009
ame_40414	AM000309	0.735824160484595	0.174775297652844
ame_44590	AM000309	0.479348941802317	0.47278093355334
ame_51800	AM000309	0.139419274333363	0.737394898090776
ame_7264	AM000309	0.546508132804152	0.523652027312672
ame_879	AM000309	0.405249375885196	0.372951816823775
ame_35605	AM000309	0.776436623044769	0.235326171204365
ame_31051	AM000309	0.431174129616238	0.36545142626248
ame_23396	AM000309	0.203283888285131	0.709313946609446
ame_20519	AM000309	0.675461101018725	0.305024780601052
ame_17835	AM000309	0.522415900769997	0.59657531699749
ame_12994	AM000309	0.70857641162866	0.111215528286142
ame_9119	AM000309	0.59257361563612	0.388939829705876
ame_7418	AM000309	0.584353045418552	0.647299487536988
ame_54619	AM000309	0.0610607515080866	0.281170838116207
ame_46547	AM000309	0.15129123172936	0.678757922258844
ame_40574	AM000309	0.67367773598678	0.156287661186245
ame_38168	AM000309	0.516465108771952	0.654406571356311
ame_37096	AM000309	0.551535724074687	0.634069105892209
ame_31774	AM000309	0.359574811327897	0.766307942109345
ame_25541	AM000309	0.524595070564911	0.538825102225411
ame_2072	AM000309	0.689873833805995	0.476128723656504
ame_17902	AM000309	0.748057751040105	0.305204206913918
ame_14670	AM000309	0.171262912697273	0.837211550085481
ame_9163	AM000309	0.187067443264509	0.7136542636178
ame_7444	AM000309	0.727049846997723	0.349928817559716
ame_557	AM000309	0.69795043242868	0.190689729706709
ame_46669	AM000309	0.68219030098722	0.451182567518705
ame_40767	AM000309	0.658424044889958	0.592150164008669
ame_3833	AM000309	0.215615061626498	0.609296528565375
ame_37202	AM000309	0.559967205567348	0.193461217629829
ame_31830	AM000309	0.494642707523088	0.792531486474397
ame_26424	AM000309	0.658588269267879	0.585887859121756
ame_20992	AM000309	0.305628660515405	0.871693414413874
ame_17905	AM000309	0.702728336724285	0.662276565770635
ame_14899	AM000309	0.0801341857217189	0.568848434759595
ame_959	AM000309	0.709574716217595	0.131832176042379
ame_7975	AM000309	0.728280759036195	0.611370825330888
ame_55782	AM000309	0.331488282140013	0.812874550141168
ame_47710	AM000309	0.831275568518869	0.284698674298487
ame_40819	AM000309	0.447270341719149	0.761312391337099
ame_38404	AM000309	0.611098184336167	0.656985191038381
ame_37303	AM000309	0.639941527394522	0.777162098642021
ame_33891	AM000309	0.62316190683873	0.440215909400457
ame_27073	AM000309	0.780601205286671	0.144849872870661
ame_21745	AM000309	0.598338734210055	0.792711388658264
ame_18605	AM000309	0.570426528501224	0.734856830048847
ame_14956	AM000309	0.638515452914251	0.648305302634995
ame_9741	AM000309	0.809203583944908	0.254592259397026
ame_8439	AM000309	0.759864422552064	0.72433830011745
ame_56321	AM000309	0.784898981315325	0.265962214775485
ame_48330	AM000309	0.191885674613786	0.806563910501416
ame_40859	AM000309	0.194179442592992	0.842357042756608
ame_38431	AM000309	0.197243908526779	0.814483917747664
ame_12390	AM000186	0.317256431073873	0.214032370834531
ame_15103	AM000186	0.501123245740618	0.707002809992721
ame_19869	AM000186	0.721368393570431	0.227030429455044
ame_22068	AM000186	0.71848630155202	0.488462364798912
ame_27852	AM000186	0.642120679248393	0.399880719780573
ame_34281	AM000186	0.594997599366609	0.566937631207051
ame_37544	AM000186	0.75586629427134	0.160687335356076
ame_38966	AM000186	0.736496874849251	0.700798240904935
ame_41153	AM000186	0.45900580362533	0.530867336626009
ame_48379	AM000186	0.446658336590445	0.215856108319159
ame_6520	AM000186	0.763469591648982	0.12157185369869
ame_8513	AM000186	0.140215871161517	0.815021138777327
ame_1253	AM000186	0.673075789068334	0.649837659071712
ame_15715	AM000186	0.491438304034346	0.465534734243412
ame_20156	AM000186	0.571859200309546	0.517363683402488
ame_22229	AM000186	0.25735934081331	0.431269508009437
ame_28420	AM000186	0.568105858530938	0.597046823135251
ame_34352	AM000186	0.435777270546462	0.694661077673697
ame_37839	AM000186	0.712533533681813	0.492688077282624
ame_39147	AM000186	0.635495641506136	0.722145235379846
ame_41175	AM000186	0.704206582722831	0.279299565695179
ame_5037	AM000186	0.01	0.423167830266637
ame_6588	AM000186	0.450260544478691	0.504228750941415
ame_8634	AM000186	0.435679275533243	0.646694210028923
ame_1255	AM000186	0.694773657850962	0.458190171672168
ame_16923	AM000186	0.294867092947737	0.775104167501137
ame_20297	AM000186	0.647645749170205	0.479424069091376
ame_2288	AM000186	0.0736264679885575	0.582788835603571
ame_2973	AM000186	0.133717726951414	0.518555594204926
ame_3463	AM000186	0.651662678636082	0.463714569741765
ame_37896	AM000186	0.191196435931104	0.504651761870261
ame_39470	AM000186	0.169319107702303	0.441405574174795
ame_4286	AM000186	0.513451899806538	0.640889818986965
ame_51441	AM000186	0.01	0.655194336273934
ame_6991	AM000186	0.450623532193759	0.627324172515887
ame_8714	AM000186	0.441245673501997	0.655821322973955
ame_12562	AM000186	0.771951178303372	0.167120320519875
